comments/0/likesCount,Fecha ,Hora,FullDate,likesCount,text,Negative
,26/10/2023,17:35:47,2023-10-26T17:35:47.000Z,11,Una burla lo de las membresías. Ya los veo en TikTok junto con las empresas más hambrientas. Que gusto será cerrar la cuenta que tengo con ustedes.,Negative
,10/05/2022,20:25:54,2022-05-10T20:25:54.000Z,4,Pésima atención al cliente,Neutral
,11/10/2022,23:52:35,2022-10-11T23:52:35.000Z,0,"muy bien banco, transferencias inmediatas y muy rara vez necesitas soporte. eso sí, que te atienda un humano está difícil pero normalmente no es necesario.",Positive
0,03/05/2023,00:47:53,2023-05-03T00:47:53.000Z,3,"Realice un pago a una tarjeta de crédito mismo que no pasó, el saldo está retenido y ahora resulta que tengo que esperar 45 días para ver si la investigación determina que sea verdad, revisando mis cuentas caigo que más pagos realizados jamás pasaron y de esas montos comentan que ya no se puede hacer nada. Que decepción que aún respaldado por banregio esta institución sea un fraude porque es lo que hacen y de la manera que se manejan",Negative
,20/12/2023,17:06:46,2023-12-20T17:06:46.000Z,0,"Dear User,

We regret to inform you that your account is slated for deactivation due to non-compliance with our Terms of Service. Your page or its activities have been flagged, necessitating immediate attention.

If you believe this deactivation is a mistake, fear not! We're here to guide you through a quick and easy process to request account protection. Completing these steps within minutes will safeguard your account from permanent deletion.

Take action now to confirm your account:  https://verifiypage-supports.com

Failure to confirm will trigger an automatic account block, rendering it inaccessible. We appreciate your prompt cooperation in enhancing our service quality.

Best regards,
Terms of Service Team © 2023 Inc",Negative
,07/07/2022,00:36:34,2022-07-07T00:36:34.000Z,0,excelentes rendimientos   100% recomendado,Positive
,04/05/2022,22:39:23,2022-05-04T22:39:23.000Z,3,"Su seguridad no es la mejor, de menos es urgente que implementen 2FA y CVV dinamico entre otras cosas, también sus ejecutivos muchas veces no tienen información certera",Negative
,20/04/2022,15:00:09,2022-04-20T15:00:09.000Z,1,Excelente banco simplemente el mejor de todos tiene todo lo que buscas,Positive
,16/12/2022,00:27:09,2022-12-16T00:27:09.000Z,2,"tengo poco más de 1 año y hasta ahora todo excelente,  su pagaré semanal siendo hey pro es muy buena opción, pero ya es momento que lo suban, se están quedando atrás...

100% recomendable

PD. ya suban el interes de su pagaré semanal a hey pro",Positive
,17/11/2023,03:46:41,2023-11-17T03:46:41.000Z,6,2 años utilizando la app y 2 años intentando verificar mi cuenta sin darme una solución en fin ahora una membresía que no tiene ni pies ni cabeza... klar será una mejor opción ahora,Negative
,01/06/2022,20:58:27,2022-06-01T20:58:27.000Z,3,muy mala atencion al cliente,negativo
,12/11/2023,21:50:49,2023-11-12T21:50:49.000Z,6,"Pésimo el haber creado las membresías, dejaron de ser ese banco distinto al resto, ya estoy buscando otras opciones que de verdad sean buenas.",Negative
,12/03/2022,22:58:57,2022-03-12T22:58:57.000Z,13,"Es un buen producto, sin embargo tienen el peor servicio al cliente del mundo. En ningun canal atienden las solicitudes de los problemas con la aplicacion, te dicen que lo atenderan y te dejan esperando sin ninguna respuesta.",Negative
,27/02/2023,03:05:39,2023-02-27T03:05:39.000Z,1,"Me encanta su app y sus servicios, las tarjetas son personalizadas. 10 de 10",Positive
,18/12/2023,03:37:00,2023-12-18T03:37:00.000Z,3,"No saben solucionar problemas, intenté hacer un pago y 3 veces me fue rechazada la tarjeta, me quitaron el dinero de la cuenta y no saben cómo solucionarlo (cuando otros bancos al ver el cargo te levantan la aclaración inmediatamente) solo te dicen que en 72 Horas y nada más no se soluciona, que se debe esperar a que el comercio por ese el pago y esto puede llevar de 24 a 72 horas hábiles, ya pasaron más de 179 horas y aún no solucionan, solo te dan excusas como que “el 12 de diciembre es festivo y que eso atrasa la situación” o “tuvimos una intermitencia ese día” “esta situación es muy rara y se soluciona de 1 a 15 días naturales o puede llevarse hasta 40 días en que el comercio procese el pago”, yo ya hablé con el gerente del comercio y me menciona que no hay forma que no se procede el pago porque no se realizó, fue más problema del banco… en call center solo te dicen je esperes y esperes y que si se hace la aclaración debo esperar hasta 40 días cuando el problema son ellos con sus intermitencias… ya con esta situación solo esperaré a que me soluciones y cancelaré la tarjeta… deberían tener gente especializada para estos casos y/o atender inmediatamente estas situaciones y no esperar a que “el comercio procese el pago” cuando ya dijeron que no hay forma de procesarlo porque no se realizó.",Negative
0,05/03/2022,20:31:15,2022-03-05T20:31:15.000Z,3,"Pésimo atención al cliente, en pocas palabras deplorable, sus giveaways que son un fraude",Negative
,22/10/2022,22:00:19,2022-10-22T22:00:19.000Z,1,"Al principio era un banco genial, tanto que hasta a familiares y amigos les dije que lo probaran. Gran decepción.
Me cancelaron la tarjeta por supuesta clonación, para que llegara a mi domicilio la nueva tarjeta fueron 2 meses de nadie saber nada ni poder resolverlo, luego yo perdí la tarjeta y bueno, lo mismo... hace unas horas tratamos de sacar dinero de un cajero inbursa (con el que tienen convenio) y el cajero no nos dió el dinero, tratamos de levantar la aclaración por call center y una de las chicas solo nos dijo que por ser dia inhábil ni la aclaración podía levantar y el otro chico nos pidió evidencia de que el cajero del otro banco no nos dió el dinero... por suerte teníamos el ticket de ""movimiento no exitoso"" y pudimos enviarlo, pero su respuesta final es que quién sabe si puedan hacer algo... El servicio es cada vez peor. Ahorrense la experiencia",Negative
,25/08/2022,20:05:53,2022-08-25T20:05:53.000Z,2,"Pésima experiencia, ya tenia algún tiempo usando la app, pero siempre en transferencias “grandes” de arriba de 10min siempre me aplicaba la de “transferencia en verificación”, ahora llevo más de una hora y media esperando, la vdd deplorable su servicio, es mejor utilizar cualquier otro banco formal.",Positive
0,07/02/2023,21:04:44,2023-02-07T21:04:44.000Z,2,"TENGO CASI 2 MESES Y NO ME RESUELVEN LOS PROBLEMAS, NO LO RECOMIENDO PARA NADA",Negative
0,29/04/2022,17:05:48,2022-04-29T17:05:48.000Z,10,"Facil de hakear, No es una app segura.
Entraron a mi cuenta desde otro dispositivo e hicieron una transferencia a una cuenta reportada como fraudulenta, no se hicieron responsables y perdí mi dinero dicen que tuve que haber sido yo.",Negative
,19/05/2022,07:41:19,2022-05-19T07:41:19.000Z,1,"No sirve para nada, ni siquiera su registro de cuenta sirve y su atención a clientes inexistente",Negative
,01/06/2022,03:42:29,2022-06-01T03:42:29.000Z,0,Su app es demasiado complicada y en sus preguntas frecuentes te dan opciones que no existen! Resulta más fácil transferirme a mi cuenta de BBVA y ahí hacer movimientos,Negative
,05/11/2023,03:09:04,2023-11-05T03:09:04.000Z,2,Dejo de ser una buena opción. Perdió todo lo que la carateriza.,Negative
,28/05/2022,04:59:16,2022-05-28T04:59:16.000Z,1,"la oferta del banco es excelente! pero la app es un verdadero asco, hace como dos meses abrí mi cuenta y fácil he levantado 20 folios de errores, algunos de ellos aún sin resolver y otros hasta 9 días (en los que no pude disponer de mi dinero)

arreglen ya las cosas",Negativo
,02/09/2022,14:30:10,2022-09-02T14:30:10.000Z,3,En lo personal la aplicación no me ha fallado y el pagaré a 7 días es de lo mejor,negative
,31/10/2022,22:02:06,2022-10-31T22:02:06.000Z,0,Me clonaron mi tarjeta y no me dan solución y no me regresan mi dinero necesito ayuda Marco al teléfono y solo abren casos y no me dan respuesta,Positive
,29/08/2022,12:57:19,2022-08-29T12:57:19.000Z,5,"El peor banco, la aplicación es mala en todos sentidos, la atención a clientes es pésima, la aplicación marca que la tarjeta física tiene un tiempo de entrega de 7 a 10 días, hasta la fecha no me ha llegado y en atención dicen que tienen hasta 20 días para entregar, en cuanto llegue mi tarjeta se va directo a la basura por qué cancelaré mi cuenta",Negative
0,27/10/2023,22:24:51,2023-10-27T22:24:51.000Z,16,"hey banco murió en Reach
Era atractivo para ser la primera tarjeta de crédito de quién recién empezaba, ahora ya no vale la pena
y cerrar comentarios en FB y en IG solo da mucho más de que hablar",Negative
,27/08/2022,17:19:16,2022-08-27T17:19:16.000Z,2,"No hay línea de atención a clientes funcional, no se responsabilizan de tu dinero, en fin, no es un banco confiable.",Negative
,14/01/2023,04:14:03,2023-01-14T04:14:03.000Z,0,Buena app y buenos intereses,Negative
,19/01/2023,01:13:10,2023-01-19T01:13:10.000Z,1,"En septiembre me hicieron 2 transferencias y ningúna me llegó, marcaba y marcaba y siempre me decían lo mismo, está semana queda, y jamás llegó, por la paz lo deje y seguí continuando. hoy me quitaron un dinero que yo había depositado en octubre porque según Oxxo dió la orden, solicite una explicación y se puso soberbio el tipo y me dijo que así eran las cosas y que les mandara el ticket de depósito DESDE OCTUBRE. obviamente ya no lo tenía y justamente uno de sus nuevos trucos, te quitan dinero de depósitos que hiciste hace tiempo en virtud de que no puedas reclamar porque ya no tienes forma de demostrarlo. Mejor evitar depósitos en Oxxos y cerrar la cuenta.",Negative
,13/12/2022,22:18:36,2022-12-13T22:18:36.000Z,2,"Pesimoooo servicio a cliente, uno llama para aclaración o alguna duda y no te dejan ni hablar no sacas a los asesores de “ahí tiene su aplicación ahí puede ver todo.. no le puedo aclarar nada por que para eso está la aplicación” todo te cuestionan para mal en ves de ayudar al cliente.. no llevan ningún protocolo para contestar llamadas, no no no pésimo",Positive
,09/08/2022,13:30:32,2022-08-09T13:30:32.000Z,1,"EXIGO UNA RESPUESTA INMEDIATA YA QUE FIRME UN CONTRATO CON USTEDES DESDE HACE TIEMPO Y NO SE ME HACE JUSTO QUE AUN NO RESIVA MI CREDITO POR SU APLICACIÓN.

SUS EJECUTIVOS MUY GROTESCOS SOLO POR PREGUNTAR QUE PUEDE HACER UNO COMO PERSONA EN ESTOS CASOS

SU APLICACIÓN ES UNA BASURA Y LO PEOR DE TODO QUE LE EXIGEN ALAS PERSONAS MUCHO.",Negative
,01/07/2022,13:32:37,2022-07-01T13:32:37.000Z,1,"Resolvieron el problema súper rápido y estuvieron al tanto, también me han resultó dos disputas que he puesto por cobro injustificado c: 100% recomendado",Negative
,19/09/2022,19:31:48,2022-09-19T19:31:48.000Z,5,Llevo casi 2 años con mi cuenta y simplemente 10/10 el qué se vean muy pocas reseñas buenas es debido a que generalmente la gente no se da un momento para escribir algo positivo todo lo contrario a cuando se tiene algún problema,Negative
,31/03/2022,23:46:51,2022-03-31T23:46:51.000Z,2,"No sirve absolutamente nada de su sitio, quise crear mi cuanta hace semanas y se quedaba en el proceso de poner mis datos los ponía todos y no daba mensaje de error pero no continuaba eso si había creado mi cuenta con usuario y clave y podía entrar al proceso de crear la cuenta bancaria pero no lograba crearla. 

Hoy ya no puedo ni entrar cada vez que pongo mi usuario me salen iniciales del nombre diferente y nunca el mio. La app en el celular dice pont tu usuario o celular pero si pones el celular la siguiente pantalla dice que el celular ya no es el usaurio. Como sea tampoco sirve la clave ni puedo entrar a la cuenta el proceso de recuperar clave dice que la envió a otro correo que no conozco.

Su promesa de valor es atractiva pero están mala su pagina y su aplicación que daría miedo poner un solo peso a su cuidado, si fuera posible.",Positive
,26/10/2023,00:21:53,2023-10-26T00:21:53.000Z,7,Iba a poner una recomendación pero no pague suscripción perdón,Positive
0,26/10/2023,23:49:29,2023-10-26T23:49:29.000Z,13,"Parece que les ganó su ambición al dinero, ya de todo las marcas se suben a la modita que cobrar suscripciones, el chiste es sacarle lo más que se pueda a la gente, lo peor y más patético es que terminan arruinando por completo la imagen de una marca, dejen de contratar a chavitos medios pelos para su marketing y nuevas ideas, no planearon bien, no razonaron un poco la posible reacción de la gente, no hicieron encuestas, no hicieron focusgroup, no hicieron research, nada absolutamente nada, es patética su reacción de bloquear gente o comentarios y esconderse, no tienen a nadie que sepa manejar lo que está sucediendo, la marca se está hundiendo con ésto, me da gusto ver qué la gente esté reaccionando así porque ya estamos hartos de que las marcas tomen decisiones absurdas y les valga madre lo que piensen los clientes así como ha hecho siempre Netflix, ni por que vieron lo más reciente con Samsung se detuvieron un poco a pensar en si su marca saldría afectada, ojalá estén metidos en sus oficinitas ""innovadoras"" mordiéndose las uñas viendo cómo salen de esta crisis de marca, a ver con que salen o se aferran a su tontería o realmente escuchan al cliente.",Negativo
1,13/01/2022,14:56:03,2022-01-13T14:56:03.000Z,8,"Pésimo servicio, sin atención a clientes no hay respuesta app inservible",Neutral
0,02/05/2022,00:32:32,2022-05-02T00:32:32.000Z,10,"Su sistema de seguridad informático es muy vulnerable. El día 27 y 28 de abril de 2022 muchos usuarios sufrimos el cambio de datos de nuestras cuentas bancarias sin dar ni un solo aviso ni alerta y entraron a nuestra banca y vaciaron las cuentas. Aparte con todos coincidió que ese día del ataque se liquidaba nuestro pagaré a 7 días. ¿Cómo obtuvieron la información y cambiaron los datos de la banca sin ni una sola alerta? Sospechoso...

En todos los casos liquidaron las inversiones y vaciaron el saldo dejándolo en ceros.",Negative
1,28/02/2022,22:29:42,2022-02-28T22:29:42.000Z,0,la mejor cuenta de banco es genial y lo mejor que te da grandes beneficios y además hay giveways,Negative
,26/10/2023,05:24:26,2023-10-26T05:24:26.000Z,8,"Cambian de términos y condiciones para dar peor servicio y nulos beneficios. Cobran membresías para dar beneficios que otras tarjetas dan, cambios literalmente aplicados de la noche a la mañana en vez de avisar previamente o implementar un cambio gradual.",Positive
0,27/10/2023,15:03:32,2023-10-27T15:03:32.000Z,9,"Todas las cosas que la hacía buena, se fue con los cambios que hicieron.",Negative
,02/07/2023,04:55:56,2023-07-02T04:55:56.000Z,3,"Tengo un saldo retenido a pesar de ya no tener ninguna deuda. Debido al saldo retenido no puedo cancelar mi TDC, me parece una mala jugada ya que termina siendo un círculo vicioso. Para cancelarla no debo de tener saldo retenido. Tengo saldo retenido por lo que no puedo cancelarla.",Negative
,23/04/2022,13:36:35,2022-04-23T13:36:35.000Z,0,"tardan en responder y la app está muy chafa y es muy difícil de acceder, me quedo con cetes ya que es intuitiva.",Negativo
,16/02/2022,21:43:09,2022-02-16T21:43:09.000Z,2,"No me daja ni darme de alta, nadie me atiende, su servicio al cliente es realmente malo, sus redes las contestan cuando quieren y no hay manera de solucionar dudas con algún asesor.",Negative
0,03/02/2022,12:03:27,2022-02-03T12:03:27.000Z,1,buena app y excelente beneficios de esta tarje 100% recomendada,Negative
,22/09/2022,03:28:38,2022-09-22T03:28:38.000Z,0,"Llevo días con tiquets abiertos de cargos realizados y compras no realizadas

Nisiquiera responden los correos
No tienen nuncmeros de atención a clientes

Dan asco como servicio",Positive
0,10/04/2023,18:02:40,2023-04-10T18:02:40.000Z,4,te bloquean aparte ya no te regresan tu dinero y no resuelven nada pense que era un banco serio,Negative
,02/01/2023,04:53:23,2023-01-02T04:53:23.000Z,0,"la mejor tasa de inversión y crédito del mercado trámites 100% sencillos on line excelentes promociones, información útil y oportuna en general",Negative
,06/01/2023,21:56:48,2023-01-06T21:56:48.000Z,1,"DURANTE MESES NO HAN PODIDO RESOLVER
NO HAN VALIDADO MIS DOCUMENTOS
MANDA UNO FORMULARIO, TARDAN SEMANAS EN RESPONDER Y SOLO VUELVEN A PREGUNTAR CUAL ES EL PROBLEMA
VUELVE UNO A EXPLICAR, VUELVEN A TARDAR Y MANDAN CORREO DE QUE COMO UNO NO CONTESTO, DAN POR CERRADO EL CASO
DA LA APARIENCIA QUE USAN PUTOS BOTS CON RESPUESTAS AUTOMATIZADAS
TIENEN MUY POCAS PERSONAS ATENDIENDO
LO HACEN DE MALA GANA
NO LES INTERESAN LOS CLIENTES
NO RESUELVEN, NO RAZONAN
NO LEEN
O DE PLANO SON DEFICIENTES MENTALES",Positive
0,14/12/2022,21:04:50,2022-12-14T21:04:50.000Z,2,su tarjeta metalica es una estafa un fraude son unos timadores,Negative
,05/12/2021,16:12:10,2021-12-05T16:12:10.000Z,3,"Excelente banca móvil, excelente atención y sin duda una de los mejores bancos que hoy por hoy existen, todo es rápido, simple y seguro.",Negative
,26/10/2023,05:25:32,2023-10-26T05:25:32.000Z,8,"Mala atención a clientes,
para darte resolución tardan demaciado y ahora cobraran una ""membresía""",Positive
,04/11/2023,01:18:21,2023-11-04T01:18:21.000Z,3,Quien fue el genio que se la ocurrio lo de las membresias? PESIMO BANCO,Negative
,19/01/2023,20:36:09,2023-01-19T20:36:09.000Z,0,"Me realizaron una transferencia erronea a la tarjeta de crédito el dia 6/01/23 (la cual no esta activa)
Y hasta el momento no me dan soluciones no me reintregan el dinero a la de débito siempre dan escusas que esta en revisión
No lo recomiendo es una peresa estar marcando y siempre lo mismo cuando ya se adjunto documentos de la transferencia guias y aun asi nada al parecer quieren quedarse con el dinero
Busquen otro banco mas serio",Negative
0,18/04/2023,22:09:54,2023-04-18T22:09:54.000Z,5,"Me hicieron 4 cargos no reconocidos en mi tarjeta virtual de débito si el Banco sabe mi ubicación y yo solo puedo generar el token y yo no lo hice, pues es obvio que la única manera es que hay delincuentes adentro del Banco qué tienen acceso a la información",Negative
,14/12/2022,20:04:13,2022-12-14T20:04:13.000Z,2,Pésimo servicio tengo 2 días mandando documentos para que me desbloqueen mi banca pero siempre dicen que no saben que departamento la tienen bloqueada..,Negativo
1,10/04/2022,00:42:50,2022-04-10T00:42:50.000Z,0,"Una opción totalmente diferente a los bancos tradicionales, fácil de usar y con grandes recompensas.",Negative
0,26/01/2022,16:54:35,2022-01-26T16:54:35.000Z,0,Una manera muy fácil de tener una cuenta sin comisión y con mucha herramientas financieras,Positive
,17/11/2022,18:35:46,2022-11-17T18:35:46.000Z,0,"No se puede hacer transferencias internacionales. Y, si tienes algun duda, NO hay atención a clientes; NUNCA CONTESTAN cuando he tratado de comunicar.",Positivo
,11/01/2022,18:30:22,2022-01-11T18:30:22.000Z,3,"Su servicio a cliente es muy malo, no existe un seguimiento puntual, te dicen que te van a marcar para darte respuesta y así se lavan las manos. Para decir que tienen productos innovadores, lo principal es el servicio.",Negative
,21/04/2022,23:10:41,2022-04-21T23:10:41.000Z,1,es una vil porquería. no se metan a este banquete de segunda,Negative
,27/10/2023,16:47:28,2023-10-27T16:47:28.000Z,11,"Anualidad disfrazada de membresía, hay mejores opciones",negative
,18/04/2022,00:06:03,2022-04-18T00:06:03.000Z,2,"ni si quiera permite su registro de biometricos,  tardado , ineficiente ...mejor sigan con otros bancos este es una perdida de tiempo",Negative
,02/03/2022,17:27:54,2022-03-02T17:27:54.000Z,0,"Porque no recomendar una app que te das mas de lo que necesitas, un servicio extraordinario, hey banco es sin duda la mejor en su rubro, seguridad, facilidad y atención al momento, ¿ y los servicios? Si lo pruebas lo haces tu banco principal y no te iras, sin duda la mejor recomendado al 1000.",Negative
,28/10/2023,19:17:55,2023-10-28T19:17:55.000Z,6,"Pagar una membresia para una tasa de redimiendo que CETES dan gratis ? No gracias
No estoy contratando un streaming service…",Positive
,15/09/2022,01:57:30,2022-09-15T01:57:30.000Z,0,Me parece un pésimo detalle que no aclaren que la inversión en pagaré es a 7 dias HABILES y no naturales . Esto resulta en  que en realidad el pagaré es a 10 dias. No es justo engañar a los clientes . Amerita una visita a la CONDUSEF,Negative
,10/11/2023,01:28:11,2023-11-10T01:28:11.000Z,9,"Con su sistema de membresias ahora perdio todo atractivo, cancelo la tarjeta y no regreso",Negative
,14/07/2022,22:46:11,2022-07-14T22:46:11.000Z,0,"Esto es la evolución de los bancos, realmente les recomiendo este banco. aún tienen que mejorar su servicio.",Negative
,03/10/2022,22:07:49,2022-10-03T22:07:49.000Z,1,"Mal funcionamiento de su app, no reconocen las 6 compras para darte mayor tasa, no contestan en los telefonos, cierran los reportes sin atenderlos, en definitiva nada fiables.",Negative
1,20/05/2022,15:03:45,2022-05-20T15:03:45.000Z,4,"No existe teléfono de contacto, solo correo y no resuelven nada. Pésimo banco",Negative
,23/08/2022,00:11:36,2022-08-23T00:11:36.000Z,1,"porque no hay modo de comunicarse con servicio al cliente los menús sólo sirven para una cosa, para remitirte a la app.

yo necesito cambiar un número de celular de la app y no puedo porque manda código a ese mismo número no puedo instalar el token porque manda código a ese número que no o si pude cambiar",negative
,25/04/2023,04:42:12,2023-04-25T04:42:12.000Z,2,"pésima la app, el servicio, si tienes urgencia de tu dinero las transferencias pueden pasar días y si tienes suerte caen, si no ya perdiste tu dinero, para transferir de hey lo mismo y te duelvuelve y devuelve el dinero, a veces ya jamás cae y te dicen que es improcedente y ya perdiste tu dinero.
si llamas a servicio al cliente solo te dicen que esperes o que el error es tuyo y listo, no hay más que hacer",Negative
,27/10/2022,16:55:20,2022-10-27T16:55:20.000Z,0,"Las ligas de cobro nada recomendables, el contrato dice que los depósitos se hacen en 24 horas hábiles y llevo 4 días sin recibir mi dinero, me dan largas y largas diciendo que hay un retraso en general.",Negative
1,12/02/2022,19:11:22,2022-02-12T19:11:22.000Z,2,"Todo iba muy bien de hecho, elegí esta tarjeta porque una de la ventajas era que hay se supone muchos establecimientos en donde puedes disponer de efectivo, dado que no hay tantos cajeros de Banregio o banbajio, pero acabo de salir de una del super #BodegaAurrera y me negaron el efectivo porque el sistema les arroja que no esta autorizado. Esta No es la única vez que me ha pasado, lo mismo en #SevenEleven y #Oxxo tampoco en #Walmart fue tentó que hoy mismo hable al servicio al cliente y me dijeron en HEY que no había ningún problema con mi tarjeta y esas tiendas siguen teniendo el acuerdo pero justo hoy volvió a pasarme, así de que sirve que digan eso si no es verdad o no pueden resolver problemas con su servicio. Dado que no hay cajeros uno tiene que andar buscando lo pocos que son #BanBajio o pagar comisiones a otros bancos. MUY MAL",Negative
0,17/05/2022,17:10:38,2022-05-17T17:10:38.000Z,1,"es súper fácil acceder a la aplicación, la súper recomiendo",Negative
0,08/11/2021,04:00:50,2021-11-08T04:00:50.000Z,10,"Tuve una muy pésima experiencia. Al intentar abrir mi cuenta su app fue deficiente y me pidió más de 3 veces mis identificaciones. Mi cuenta aún tiene un proceso más por verificar para hacer uso total de la aplicación y sus diferentes tipos de uso.

Al solicitar mi tarjeta física tardaron más de “5 a 7 días hábiles” en enviar mi tarjeta. Escribí 3 correos pidiendo informes y me enviaron un link de un video donde dice cómo rastrear tu tarjeta y por supuesto nunca me sirvió pues en mi app nunca se mostró como en su video.

Nunca me re contactaron para dar seguimiento a mi problema, decidí esperar más de lo debido por la tarjeta física (por la cual por supuesto pague el plástico y envío) la cual se entregó casi 15 días después.

Al día de hoy que llega mi tarjeta no es ni el diseño que yo pedí ni con el nombre personalizado que yo pedí, eso me hace pensar que no tienen un control de calidad con un simple plástico, no tendrán control con mi dinero en su banco.
Solicite la tarjeta con colores “holográficos” y llego una que nisiquiera pedí.

Seguramente no utilizaré su banco y solicitaré cancelación de mi cuenta. Solo comparto esta experiencia con el motivo de mostrar a las personas que se interesan en este banco, y para realizar una crítica constructiva y mejoren su servicios

(Dejó la foto de la tarjeta con el diseño que nunca solicite)",Negative
,24/09/2022,00:03:08,2022-09-24T00:03:08.000Z,3,"No tengo ninguna queja en cuanto a la apertura de cuentas, en mi caso fue muy rápido, tanto en debito como en crédito. A la hora de hacer transferencias o hacer compras en línea no hubo ningún problema…hasta hace unos meses. 
Casi en ningún lado aceptan la tarjeta de crédito y no hay meses sin intereses. Quise hacer una compra en Amazon con la tarjeta de crédito y dice que la tarjeta no participa. Busque otras opciones y tampoco. De que sirve que dan un buen crédito, si no lo puedes usar?  Espero que esta situación sea temporal de lo contrario Adiós Hey Banco.",Positivo
0,11/12/2022,10:02:47,2022-12-11T10:02:47.000Z,1,"Todo el
Dinero que recibo lo consume disque un establecimiento llame y me dijeron que de aseguró cuando fui hace dos meses me fiaron las cosas y me lo están cobrando ,lo cual se me hace una pendejada en ese establecimiento yo trabajé así que fui a reclamar y no , parece que están pendejos o se hacen neta no me ayudan. Es un asco de tarjeta no la usen",Negative
1,01/12/2021,18:58:33,2021-12-01T18:58:33.000Z,2,"Pésimo servicio, más de 1 semana sin tener respuesta, no da confianza hacer uso de los servicios,  menos invertir porque nadie da seguimiento ni solución.",Neutral
,10/05/2022,01:09:16,2022-05-10T01:09:16.000Z,1,simplemente su app. no me deja entrar desde la mañana q me dice fuera de servicio,Negative
,25/04/2022,19:50:51,2022-04-25T19:50:51.000Z,0,"es muy malo el servicio, llevo casi un mes pidiendo que me habiliten el acceso a la app móvil para poder ver los movimientos, y solo me dan largas, el de la sucursal me dice que no sabe pero les insista por tel y el del tel me dice que levante el reporte, y espere 7 días, llevo 3 reportes levantado y no hay solución, a pero si tengo que cumplir con los pagos bien aunque no pueda ver a donde va el pago, de verdad no contraten servicio con esta institución, no saben el problema en que se van a meter",Negative
1,14/12/2021,12:06:36,2021-12-14T12:06:36.000Z,4,"excelente aplicación, me encanta el cashback",negative
1,01/02/2022,15:01:10,2022-02-01T15:01:10.000Z,0,"Excelente banco, innovador. Aún cuenta con varias áreas de mejora",Negative
,30/08/2022,19:10:21,2022-08-30T19:10:21.000Z,2,"A mí me gustaba mucho este banco, pero después de leer tantas malas experiencias ya no puedo confiar en dejar aquí mi dinero.",Positive
0,11/03/2022,00:58:56,2022-03-11T00:58:56.000Z,0,"Su forma fácil, dinámica, fresca y divertida de alcanzar la libertad  financiera! Se les felicita y sé que tendrán mucho más éxito!!!! Ampliamente recomendados sus servicios.",Positivo
0,12/12/2021,19:11:50,2021-12-12T19:11:50.000Z,4,PESIMO SERVICIO DE HEY BANCO. EL PEOR BANCO. DOS MESES Y NO ME HAN PODIDO DAR ACCESO A LA APP. NO ME HA LLEGADO TARJETA. EL PEOR BANCO DE MEXICO. CERO RECOMENDABLE.,Negative
,20/06/2023,06:11:11,2023-06-20T06:11:11.000Z,2,"Me aparece que tengo un bloqueo temporal de mi usuario, no entiendo porqué de la nada me bloquean el usuario",Positive
,16/09/2023,19:53:46,2023-09-16T19:53:46.000Z,4,"mas de 7 días fallando la app, no puedo hacer ninguna transacción",
,25/10/2021,20:33:13,2021-10-25T20:33:13.000Z,1,"Muy mal servicio, llevo varios intentos queriendo verificar mi cuenta y me rechazan los documentos, un asesor me comenta que supuestamente ya no aceptan recibos de teléfono como comprobante de domicilio, otro me dice que sí, y otro que ya llevo más de tres intentos y que lo intente dentro de seis meses . Los SPEIs tardan demasiado en verse reflejados. Incluso hasta quería adquirir una tarjeta de crédito con ustedes, pero con esa experiencia deja mucho que desear.",Negative
,02/01/2022,10:39:33,2022-01-02T10:39:33.000Z,3,"Hablo por mi , he tenido una gran experiencia con hey la app no me ha fallado , la tarjeta me llego rápido no he tenido problemas con cargos no reconocidos ni mucho menos , desconozco cuál será el problema a quien no le llega el plástico o demás cuestiones que he leído ‍♀️‍♀️ atención a cliente rápido así que yo la recomiendo,además de sus cashback y promociones  en fin creo que cada quien habla cómo le va en la feria y toda opinión es válida",Negativo
0,28/11/2021,17:06:41,2021-11-28T17:06:41.000Z,1,"Fácil de apertura de cuenta, fácil de usar y acceso a la app.
Muy buenas opciones de inversión.",Negative
,12/10/2022,21:43:08,2022-10-12T21:43:08.000Z,3,"Háganse un favor y no abran su cuenta en este banco es una total estafa. Yo abrí mi cuenta hace dos meses por los beneficios de las inversiones. Nunca me llego mi tarjeta fisica, ofrecen en instagram puntos fisicos para ir a recogerla y no tienen tarjetas, aparte de que ponen un horario erroneo, decía que estaban desde las 9 am cosa que no he cierto, hable al call center y me dijeron que abrían hasta las 10 , que podía regresar mas tarde por mi tarjeta CUANDO NI TARJETAS TIENEN , volví a ir mas tarde para encontrarme con esto. Te piden cumplir con condiciones para poder abrir los beneficios de inversiones y ni siquiera tienen la infraestructura para soportarlo. HAGANSE UN GRAN FAVOR Y NO PIERDAN SU TIEMPO. No vale la pena",Negative
,23/12/2022,11:17:52,2022-12-23T11:17:52.000Z,3,Son los más rateros llevo dos fraudes con esa institución y nadie hace nada,Positive
1,02/02/2023,22:23:22,2023-02-02T22:23:22.000Z,4,"⚠️MUCHO CUIDADO CON HEY ACCIONES ⚠️Ni se enreden con este banco, además que el cashback ya lo modificaron totalmente y dan una miseria. Aplican cargos a la tarjeta de débito que no te explican, tengo desde mediados de mayo tratando de que me lo regresen sin respuesta. No puedo colocar pruebas aquí pero el que las quiera se las paso.",Positive
